t_resolution                            - 0.01
accuracy                                - 3

u                                       - 150.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 2.0
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
0.42	44.143	140.479	44.972	99.285	99.383	43.142	43.142	-25.404	-17.961	-17.961	-18.78	-8.98
0.43	45.136	140.262	44.972	99.131	99.229	44.135	44.135	-25.325	-17.905	-17.905	-18.753	-8.953
0.44	46.128	140.045	44.972	98.978	99.076	45.127	45.127	-25.247	-17.85	-17.85	-18.725	-8.925
0.45	47.118	139.829	44.972	98.825	98.923	46.117	46.117	-25.169	-17.795	-17.795	-18.697	-8.897
0.46	48.107	139.613	44.972	98.672	98.77	47.106	47.106	-25.092	-17.74	-17.74	-18.67	-8.87
0.47	49.094	139.398	44.972	98.52	98.618	48.093	48.093	-25.014	-17.685	-17.685	-18.642	-8.842
0.48	50.08	139.183	44.971	98.368	98.466	49.079	49.079	-24.937	-17.631	-17.631	-18.615	-8.815
0.49	51.064	138.968	44.971	98.217	98.315	50.063	50.063	-24.86	-17.576	-17.576	-18.588	-8.788
0.5	52.047	138.754	44.971	98.065	98.163	51.046	51.046	-24.783	-17.522	-17.522	-18.561	-8.761
0.51	53.028	138.54	44.971	97.914	98.012	52.027	52.027	-24.707	-17.468	-17.468	-18.534	-8.734
0.52	54.007	138.327	44.971	97.763	97.861	53.006	53.006	-24.631	-17.414	-17.414	-18.507	-8.707
0.53	54.985	138.114	44.971	97.612	97.71	53.984	53.984	-24.555	-17.361	-17.361	-18.48	-8.68
0.54	55.961	137.901	44.971	97.462	97.56	54.96	54.96	-24.48	-17.307	-17.307	-18.454	-8.654
0.55	56.936	137.689	44.971	97.312	97.41	55.935	55.935	-24.404	-17.254	-17.254	-18.427	-8.627
0.56	57.909	137.477	44.971	97.162	97.26	56.908	56.908	-24.329	-17.201	-17.201	-18.4	-8.6
0.57	58.881	137.266	44.971	97.012	97.11	57.88	57.88	-24.255	-17.148	-17.148	-18.374	-8.574
0.58	59.851	137.055	44.971	96.864	96.962	58.85	58.85	-24.18	-17.095	-17.095	-18.348	-8.548
0.59	60.82	136.845	44.971	96.715	96.813	59.819	59.819	-24.106	-17.043	-17.043	-18.321	-8.521
0.6	61.787	136.635	44.971	96.566	96.664	60.786	60.786	-24.032	-16.991	-16.991	-18.295	-8.495
0.61	62.753	136.425	44.971	96.418	96.516	61.752	61.752	-23.958	-16.939	-16.939	-18.269	-8.469
0.62	63.718	136.216	44.971	96.27	96.368	62.717	62.717	-23.885	-16.887	-16.887	-18.243	-8.443
0.63	64.681	136.007	44.971	96.123	96.221	63.68	63.68	-23.812	-16.835	-16.835	-18.217	-8.417
0.64	65.643	135.799	44.971	95.975	96.073	64.642	64.642	-23.739	-16.783	-16.783	-18.192	-8.392
0.65	66.603	135.591	44.971	95.828	95.926	65.602	65.602	-23.666	-16.732	-16.732	-18.166	-8.366
0.66	67.562	135.383	44.971	95.681	95.779	66.561	66.561	-23.594	-16.681	-16.681	-18.14	-8.34
0.67	68.519	135.176	44.971	95.535	95.633	67.518	67.518	-23.521	-16.63	-16.63	-18.115	-8.315
0.68	69.475	134.969	44.971	95.389	95.487	68.474	68.474	-23.449	-16.579	-16.579	-18.089	-8.289
0.69	70.429	134.762	44.971	95.242	95.34	69.428	69.428	-23.378	-16.528	-16.528	-18.064	-8.264
0.7	71.382	134.556	44.97	95.096	95.194	70.381	70.381	-23.306	-16.477	-16.477	-18.039	-8.239
0.71	72.333	134.35	44.97	94.951	95.049	71.332	71.332	-23.235	-16.427	-16.427	-18.013	-8.213
0.72	73.283	134.145	44.97	94.806	94.904	72.282	72.282	-23.164	-16.377	-16.377	-17.988	-8.188
0.73	74.231	133.94	44.97	94.661	94.759	73.23	73.23	-23.093	-16.327	-16.327	-17.963	-8.163
0.74	75.178	133.735	44.97	94.516	94.614	74.177	74.177	-23.023	-16.277	-16.277	-17.938	-8.138
0.75	76.124	133.531	44.97	94.372	94.47	75.123	75.123	-22.952	-16.227	-16.227	-17.914	-8.114
0.76	77.068	133.327	44.97	94.228	94.326	76.067	76.067	-22.882	-16.178	-16.178	-17.889	-8.089
0.77	78.011	133.124	44.97	94.084	94.182	77.01	77.01	-22.812	-16.128	-16.128	-17.864	-8.064
0.78	78.952	132.921	44.97	93.94	94.038	77.951	77.951	-22.743	-16.079	-16.079	-17.84	-8.04
0.79	79.892	132.718	44.97	93.797	93.895	78.891	78.891	-22.674	-16.03	-16.03	-17.815	-8.015
0.8	80.83	132.516	44.97	93.654	93.752	79.829	79.829	-22.604	-15.981	-15.981	-17.791	-7.991
0.81	81.767	132.314	44.97	93.511	93.609	80.766	80.766	-22.536	-15.933	-15.933	-17.766	-7.966
0.82	82.702	132.112	44.97	93.369	93.467	81.701	81.701	-22.467	-15.884	-15.884	-17.742	-7.942
0.83	83.636	131.911	44.97	93.226	93.324	82.635	82.635	-22.398	-15.836	-15.836	-17.718	-7.918
0.84	84.569	131.71	44.97	93.084	93.182	83.568	83.568	-22.33	-15.788	-15.788	-17.694	-7.894
0.85	85.5	131.51	44.97	92.942	93.04	84.499	84.499	-22.262	-15.739	-15.739	-17.67	-7.87
0.86	86.43	131.31	44.97	92.801	92.899	85.429	85.429	-22.195	-15.692	-15.692	-17.646	-7.846
0.87	87.358	131.11	44.97	92.66	92.758	86.357	86.357	-22.127	-15.644	-15.644	-17.622	-7.822
0.88	88.285	130.911	44.97	92.519	92.617	87.284	87.284	-22.06	-15.596	-15.596	-17.598	-7.798
0.89	89.211	130.712	44.97	92.378	92.476	88.21	88.21	-21.993	-15.549	-15.549	-17.575	-7.775
0.9	90.135	130.513	44.97	92.238	92.336	89.134	89.134	-21.926	-15.502	-15.502	-17.551	-7.751
0.91	91.058	130.315	44.97	92.097	92.195	90.057	90.057	-21.859	-15.455	-15.455	-17.527	-7.727
0.92	91.979	130.117	44.969	91.958	92.056	90.978	90.978	-21.793	-15.408	-15.408	-17.504	-7.704
0.93	92.899	129.919	44.969	91.818	91.916	91.898	91.898	-21.727	-15.361	-15.361	-17.481	-7.681
0.94	93.818	129.722	44.969	91.678	91.776	92.817	92.817	-21.661	-15.314	-15.314	-17.457	-7.657
0.95	94.735	129.525	44.969	91.539	91.637	93.734	93.734	-21.595	-15.268	-15.268	-17.434	-7.634
0.96	95.651	129.329	44.969	91.4	91.498	94.65	94.65	-21.53	-15.222	-15.222	-17.411	-7.611
0.97	96.565	129.133	44.969	91.262	91.36	95.564	95.564	-21.465	-15.176	-15.176	-17.388	-7.588
0.98	97.478	128.937	44.969	91.123	91.221	96.477	96.477	-21.4	-15.13	-15.13	-17.365	-7.565
0.99	98.39	128.742	44.969	90.985	91.083	97.389	97.389	-21.335	-15.084	-15.084	-17.342	-7.542
1.0	99.3	128.547	44.969	90.847	90.945	98.299	98.299	-21.27	-15.038	-15.038	-17.319	-7.519
1.01	100.209	128.352	44.969	90.71	90.808	99.208	99.208	-21.206	-14.993	-14.993	-17.296	-7.496
1.02	101.116	128.158	44.969	90.572	90.67	100.115	100.115	-21.142	-14.947	-14.947	-17.274	-7.474
1.03	102.022	127.964	44.969	90.435	90.533	101.021	101.021	-21.078	-14.902	-14.902	-17.251	-7.451
1.04	102.927	127.77	44.969	90.298	90.396	101.926	101.926	-21.014	-14.857	-14.857	-17.228	-7.428
1.05	103.83	127.577	44.969	90.161	90.259	102.829	102.829	-20.95	-14.812	-14.812	-17.206	-7.406
1.06	104.732	127.384	44.969	90.025	90.123	103.731	103.731	-20.887	-14.767	-14.767	-17.184	-7.384
1.07	105.633	127.191	44.969	89.889	89.987	104.632	104.632	-20.824	-14.723	-14.723	-17.161	-7.361
1.08	106.532	126.999	44.969	89.753	89.851	105.531	105.531	-20.761	-14.678	-14.678	-17.139	-7.339
1.09	107.43	126.807	44.969	89.617	89.715	106.429	106.429	-20.698	-14.634	-14.634	-17.117	-7.317
1.1	108.327	126.615	44.969	89.482	89.58	107.326	107.326	-20.636	-14.589	-14.589	-17.095	-7.295
1.11	109.222	126.424	44.969	89.346	89.444	108.221	108.221	-20.573	-14.545	-14.545	-17.073	-7.273
1.12	110.116	126.233	44.969	89.211	89.309	109.115	109.115	-20.511	-14.501	-14.501	-17.051	-7.251
1.13	111.008	126.042	44.968	89.076	89.174	110.007	110.007	-20.449	-14.458	-14.458	-17.029	-7.229
1.14	111.899	125.941	44.928	88.942	89.166	110.898	110.899	-20.387	-14.414	-14.434	-17.007	-7.217
1.15	112.788	125.751	44.887	88.744	89.094	111.787	111.791	-20.355	-14.37	-14.411	-16.985	-7.206
1.16	113.676	125.562	44.887	88.611	88.96	112.675	112.681	-20.293	-14.327	-14.368	-16.964	-7.184
1.17	114.562	125.373	44.887	88.477	88.826	113.561	113.57	-20.232	-14.284	-14.325	-16.942	-7.162
1.18	115.447	125.184	44.887	88.344	88.693	114.446	114.458	-20.172	-14.241	-14.281	-16.921	-7.141
1.19	116.331	124.996	44.887	88.211	88.559	115.33	115.344	-20.111	-14.198	-14.238	-16.899	-7.119
1.2	117.213	124.808	44.887	88.078	88.426	116.212	116.229	-20.05	-14.156	-14.196	-16.878	-7.098
1.21	118.094	124.62	44.887	87.946	88.293	117.093	117.113	-19.99	-14.113	-14.153	-16.857	-7.077
1.22	118.974	124.432	44.887	87.813	88.16	117.973	117.995	-19.93	-14.071	-14.11	-16.835	-7.055
1.23	119.852	124.245	44.887	87.681	88.028	118.851	118.876	-19.87	-14.028	-14.068	-16.814	-7.034
1.24	120.729	124.058	44.887	87.549	87.895	119.728	119.756	-19.81	-13.986	-14.026	-16.793	-7.013
1.25	121.605	123.871	44.887	87.417	87.763	120.604	120.634	-19.751	-13.944	-13.983	-16.772	-6.992
1.26	122.48	123.685	44.887	87.285	87.631	121.479	121.511	-19.691	-13.902	-13.941	-16.751	-6.971
1.27	123.353	123.499	44.887	87.154	87.499	122.352	122.387	-19.632	-13.86	-13.9	-16.73	-6.95
1.28	124.225	123.313	44.887	87.023	87.368	123.224	123.261	-19.573	-13.819	-13.858	-16.709	-6.929
1.29	125.096	123.128	44.887	86.892	87.237	124.095	124.134	-19.514	-13.777	-13.816	-16.689	-6.908
1.3	125.965	122.943	44.887	86.762	87.106	124.964	125.006	-19.456	-13.736	-13.775	-16.668	-6.887
1.31	126.833	122.758	44.887	86.631	86.975	125.832	125.876	-19.397	-13.694	-13.733	-16.647	-6.867
1.32	127.7	122.574	44.887	86.501	86.844	126.699	126.745	-19.339	-13.653	-13.692	-16.627	-6.846
1.33	128.565	122.39	44.886	86.371	86.714	127.564	127.613	-19.281	-13.612	-13.651	-16.606	-6.825
1.34	129.429	122.293	44.846	86.241	86.706	128.428	128.481	-19.223	-13.572	-13.629	-16.586	-6.815
1.35	130.291	122.11	44.805	86.051	86.638	129.29	129.348	-19.193	-13.531	-13.608	-16.565	-6.804
1.36	131.152	122.014	44.765	85.922	86.63	130.151	130.215	-19.135	-13.49	-13.586	-16.545	-6.793
1.37	132.011	121.832	44.724	85.733	86.562	131.01	131.081	-19.105	-13.45	-13.565	-16.525	-6.782
1.38	132.869	121.737	44.684	85.605	86.555	131.868	131.947	-19.048	-13.41	-13.543	-16.505	-6.772
1.39	133.725	121.557	44.643	85.416	86.487	132.724	132.813	-19.019	-13.37	-13.522	-16.485	-6.761
1.4	134.58	121.377	44.643	85.29	86.36	133.579	133.677	-18.962	-13.331	-13.482	-16.465	-6.741
1.41	135.433	121.197	44.643	85.164	86.232	134.432	134.54	-18.906	-13.291	-13.442	-16.446	-6.721
1.42	136.285	121.018	44.643	85.037	86.104	135.284	135.402	-18.85	-13.252	-13.403	-16.426	-6.701
1.43	137.136	120.839	44.643	84.912	85.977	136.135	136.262	-18.795	-13.213	-13.363	-16.406	-6.681
1.44	137.985	120.66	44.643	84.786	85.85	136.984	137.121	-18.739	-13.174	-13.323	-16.387	-6.662
1.45	138.833	120.481	44.643	84.66	85.723	137.832	137.979	-18.684	-13.135	-13.284	-16.367	-6.642
1.46	139.68	120.303	44.643	84.535	85.596	138.679	138.836	-18.628	-13.096	-13.245	-16.348	-6.622
1.47	140.526	120.125	44.643	84.41	85.469	139.525	139.691	-18.573	-13.057	-13.206	-16.328	-6.603
1.48	141.37	119.947	44.643	84.285	85.343	140.369	140.545	-18.518	-13.018	-13.166	-16.309	-6.583
1.49	142.213	119.77	44.643	84.16	85.217	141.212	141.398	-18.463	-12.98	-13.127	-16.29	-6.564
1.5	143.055	119.593	44.642	84.036	85.091	142.054	142.25	-18.409	-12.941	-13.089	-16.271	-6.544
1.51	143.896	119.501	44.602	83.911	85.085	142.895	143.102	-18.355	-12.903	-13.068	-16.252	-6.534
1.52	144.735	119.326	44.561	83.727	85.019	143.734	143.953	-18.326	-12.865	-13.048	-16.233	-6.524
1.53	145.573	119.236	44.521	83.605	85.014	144.572	144.804	-18.273	-12.827	-13.028	-16.214	-6.514
1.54	146.409	119.062	44.48	83.422	84.95	145.408	145.654	-18.245	-12.79	-13.009	-16.195	-6.504
1.55	147.244	118.889	44.48	83.301	84.826	146.243	146.503	-18.192	-12.753	-12.971	-16.176	-6.485
1.56	148.077	118.716	44.48	83.18	84.703	147.076	147.351	-18.139	-12.716	-12.933	-16.158	-6.467
1.57	148.909	118.543	44.48	83.059	84.58	147.908	148.197	-18.086	-12.679	-12.896	-16.139	-6.448
1.58	149.74	118.371	44.48	82.937	84.457	148.739	149.042	-18.034	-12.642	-12.858	-16.121	-6.429
1.59	150.57	118.199	44.48	82.817	84.334	149.569	149.886	-17.981	-12.605	-12.821	-16.102	-6.41
1.6	151.399	118.027	44.48	82.697	84.212	150.398	150.729	-17.929	-12.568	-12.783	-16.084	-6.392
1.61	152.226	117.855	44.48	82.576	84.09	151.225	151.571	-17.877	-12.532	-12.746	-16.066	-6.373
1.62	153.052	117.684	44.48	82.456	83.967	152.051	152.411	-17.825	-12.495	-12.709	-16.048	-6.355
1.63	153.877	117.513	44.48	82.336	83.845	152.876	153.25	-17.773	-12.459	-12.672	-16.03	-6.336
1.64	154.701	117.342	44.48	82.216	83.724	153.7	154.088	-17.722	-12.423	-12.636	-16.011	-6.318
1.65	155.524	117.171	44.48	82.097	83.602	154.523	154.925	-17.67	-12.387	-12.599	-15.993	-6.299
1.66	156.345	117.001	44.48	81.977	83.48	155.344	155.76	-17.619	-12.351	-12.562	-15.975	-6.281
1.67	157.165	116.831	44.479	81.858	83.359	156.164	156.594	-17.568	-12.315	-12.526	-15.957	-6.263
1.68	157.984	116.745	44.439	81.739	83.355	156.983	157.428	-17.517	-12.279	-12.507	-15.94	-6.253
1.69	158.801	116.577	44.398	81.562	83.293	157.8	158.262	-17.491	-12.244	-12.488	-15.922	-6.244
1.7	159.617	116.409	44.398	81.445	83.174	158.616	159.094	-17.44	-12.208	-12.452	-15.904	-6.226
1.71	160.432	116.242	44.398	81.327	83.054	159.431	159.925	-17.39	-12.173	-12.417	-15.887	-6.208
1.72	161.246	116.075	44.398	81.211	82.935	160.245	160.755	-17.34	-12.138	-12.381	-15.869	-6.191
1.73	162.059	115.908	44.398	81.094	82.816	161.058	161.584	-17.291	-12.103	-12.345	-15.852	-6.173
1.74	162.87	115.741	44.398	80.977	82.697	161.869	162.412	-17.241	-12.069	-12.31	-15.834	-6.155
1.75	163.68	115.575	44.398	80.861	82.578	162.679	163.238	-17.191	-12.034	-12.275	-15.817	-6.137
1.76	164.489	115.409	44.398	80.745	82.459	163.488	164.063	-17.142	-11.999	-12.239	-15.8	-6.12
1.77	165.297	115.243	44.398	80.628	82.341	164.296	164.887	-17.093	-11.965	-12.204	-15.782	-6.102
1.78	166.104	115.077	44.398	80.512	82.223	165.103	165.71	-17.044	-11.931	-12.169	-15.765	-6.085
1.79	166.91	114.912	44.398	80.396	82.104	165.909	166.532	-16.995	-11.896	-12.134	-15.748	-6.067
1.8	167.714	114.747	44.398	80.281	81.987	166.713	167.352	-16.946	-11.862	-12.099	-15.731	-6.05
1.81	168.517	114.582	44.398	80.166	81.869	167.516	168.171	-16.897	-11.828	-12.065	-15.714	-6.032
1.82	169.319	114.417	44.398	80.05	81.751	168.318	168.989	-16.849	-11.794	-12.03	-15.697	-6.015
1.83	170.12	114.253	44.398	79.935	81.634	169.119	169.806	-16.8	-11.76	-11.995	-15.68	-5.998
1.84	170.92	114.089	44.398	79.82	81.517	169.919	170.622	-16.752	-11.726	-11.961	-15.663	-5.98
1.85	171.719	113.925	44.398	79.706	81.4	170.718	171.437	-16.704	-11.693	-11.927	-15.646	-5.963
1.86	172.516	113.762	44.397	79.591	81.283	171.515	172.25	-16.656	-11.659	-11.892	-15.63	-5.946
1.87	173.312	113.68	44.357	79.477	81.28	172.311	173.063	-16.608	-11.626	-11.875	-15.613	-5.937
1.88	174.107	113.519	44.316	79.306	81.222	173.106	173.876	-16.584	-11.593	-11.858	-15.596	-5.929
1.89	174.9	113.358	44.316	79.194	81.107	173.899	174.688	-16.537	-11.56	-11.824	-15.58	-5.912
1.9	175.692	113.197	44.316	79.082	80.992	174.691	175.499	-16.491	-11.527	-11.791	-15.563	-5.895
1.91	176.483	113.036	44.316	78.969	80.877	175.482	176.308	-16.444	-11.494	-11.757	-15.547	-5.879
1.92	177.273	112.876	44.316	78.857	80.762	176.272	177.116	-16.397	-11.462	-11.724	-15.531	-5.862
1.93	178.062	112.716	44.316	78.745	80.648	177.061	177.923	-16.351	-11.429	-11.691	-15.515	-5.845
1.94	178.85	112.556	44.316	78.634	80.534	177.849	178.729	-16.304	-11.397	-11.658	-15.498	-5.829
1.95	179.637	112.396	44.316	78.522	80.419	178.636	179.534	-16.258	-11.364	-11.625	-15.482	-5.812
1.96	180.423	112.237	44.316	78.41	80.305	179.422	180.338	-16.212	-11.332	-11.592	-15.466	-5.796
1.97	181.208	112.078	44.316	78.299	80.192	180.207	181.14	-16.166	-11.3	-11.559	-15.45	-5.779
1.98	181.991	111.919	44.316	78.188	80.078	180.99	181.941	-16.12	-11.268	-11.526	-15.434	-5.763
1.99	182.773	111.76	44.316	78.077	79.965	181.772	182.741	-16.075	-11.236	-11.493	-15.418	-5.747
2.0	183.554	111.602	44.316	77.966	79.851	182.553	183.54	-16.029	-11.204	-11.461	-15.402	-5.73
2.01	184.334	111.444	44.316	77.856	79.738	183.333	184.338	-15.984	-11.173	-11.428	-15.386	-5.714
2.02	185.113	111.286	44.316	77.746	79.625	184.112	185.135	-15.938	-11.141	-11.396	-15.37	-5.698
2.03	185.891	111.128	44.316	77.635	79.513	184.89	185.931	-15.893	-11.109	-11.364	-15.355	-5.682
2.04	186.668	110.971	44.316	77.525	79.4	185.667	186.726	-15.848	-11.078	-11.331	-15.339	-5.666
2.05	187.444	110.814	44.315	77.415	79.288	186.443	187.519	-15.803	-11.047	-11.299	-15.323	-5.65
2.06	188.219	110.736	44.275	77.306	79.286	187.218	188.312	-15.759	-11.015	-11.283	-15.308	-5.642
2.07	188.992	110.581	44.234	77.141	79.231	187.991	189.105	-15.737	-10.984	-11.267	-15.292	-5.634
2.08	189.764	110.426	44.234	77.033	79.12	188.763	189.897	-15.693	-10.953	-11.236	-15.277	-5.618
2.09	190.535	110.272	44.234	76.925	79.009	189.534	190.688	-15.649	-10.923	-11.204	-15.261	-5.602
2.1	191.305	110.118	44.234	76.817	78.899	190.304	191.478	-15.605	-10.892	-11.173	-15.246	-5.587
2.11	192.074	109.964	44.234	76.71	78.789	191.073	192.266	-15.561	-10.862	-11.142	-15.231	-5.571
2.12	192.842	109.81	44.234	76.603	78.679	191.841	193.053	-15.518	-10.832	-11.111	-15.216	-5.555
2.13	193.608	109.657	44.234	76.495	78.569	192.607	193.839	-15.474	-10.801	-11.08	-15.201	-5.54
2.14	194.373	109.504	44.234	76.389	78.459	193.372	194.624	-15.431	-10.771	-11.049	-15.186	-5.524
2.15	195.137	109.351	44.234	76.282	78.35	194.136	195.408	-15.388	-10.741	-11.018	-15.171	-5.509
2.16	195.9	109.198	44.234	76.175	78.24	194.899	196.191	-15.345	-10.711	-10.987	-15.156	-5.494
2.17	196.662	109.045	44.234	76.069	78.131	195.661	196.973	-15.302	-10.681	-10.957	-15.141	-5.478
2.18	197.423	108.893	44.234	75.962	78.022	196.422	197.754	-15.26	-10.651	-10.926	-15.126	-5.463
2.19	198.183	108.741	44.234	75.856	77.913	197.182	198.534	-15.217	-10.622	-10.895	-15.111	-5.448
2.2	198.942	108.589	44.234	75.75	77.804	197.941	199.313	-15.175	-10.592	-10.865	-15.096	-5.433
2.21	199.7	108.437	44.234	75.644	77.696	198.699	200.09	-15.132	-10.562	-10.835	-15.081	-5.417
2.22	200.457	108.286	44.234	75.538	77.587	199.456	200.866	-15.09	-10.533	-10.804	-15.066	-5.402
2.23	201.213	108.135	44.233	75.433	77.479	200.212	201.641	-15.048	-10.503	-10.774	-15.052	-5.387
2.24	201.968	108.061	44.193	75.328	77.479	200.967	202.416	-15.006	-10.474	-10.759	-15.037	-5.38
2.25	202.721	107.912	44.152	75.168	77.426	201.72	203.191	-14.985	-10.445	-10.745	-15.022	-5.372
2.26	203.473	107.763	44.152	75.065	77.319	202.472	203.965	-14.944	-10.416	-10.715	-15.008	-5.357
2.27	204.224	107.615	44.152	74.961	77.213	203.223	204.738	-14.903	-10.387	-10.685	-14.994	-5.343
2.28	204.974	107.467	44.152	74.858	77.107	203.973	205.51	-14.862	-10.359	-10.656	-14.979	-5.328
2.29	205.723	107.319	44.152	74.755	77.001	204.722	206.281	-14.821	-10.33	-10.627	-14.965	-5.313
2.3	206.471	107.171	44.152	74.652	76.895	205.47	207.05	-14.78	-10.302	-10.598	-14.951	-5.299
2.31	207.218	107.024	44.152	74.549	76.789	206.217	207.818	-14.74	-10.274	-10.568	-14.937	-5.284
2.32	207.964	106.877	44.152	74.447	76.684	206.963	208.585	-14.699	-10.245	-10.539	-14.923	-5.27
2.33	208.709	106.73	44.152	74.344	76.578	207.708	209.351	-14.659	-10.217	-10.51	-14.909	-5.255
2.34	209.453	106.583	44.152	74.242	76.473	208.452	210.116	-14.619	-10.189	-10.482	-14.895	-5.241
2.35	210.196	106.436	44.152	74.14	76.368	209.195	210.88	-14.578	-10.161	-10.453	-14.881	-5.226
2.36	210.938	106.29	44.152	74.037	76.262	209.937	211.643	-14.538	-10.133	-10.424	-14.867	-5.212
2.37	211.679	106.144	44.152	73.936	76.158	210.678	212.405	-14.498	-10.105	-10.395	-14.853	-5.198
2.38	212.419	105.998	44.152	73.834	76.053	211.418	213.166	-14.459	-10.078	-10.367	-14.839	-5.183
